date of data collection: Dec 2021

,a,b,c,d,e,f
1597,25.91632915419375,1,sunny,0,1,1
1598,14.5883697638337,1,cloudy,1,2,-5
1599,19.738817586487595,1,sunny,0,0,-4
1600,33.617524883489274,1,cloudy,1,2,2
1601,28.905494200504094,1,cloudy,1,2,-3
1602,19.0283357818253,1,cloudy,1,2,-5
1603,28.94074342188766,1,sunny,0,1,0
1604,31.031880081891078,1,cloudy,0,0,4
1605,27.15327373407366,1,sunny,1,1,-2
1606,24.37860904402043,1,cloudy,1,2,-1
1607,29.229266191370783,1,cloudy,0,0,4
1608,34.14308127399893,1,sunny,0,0,1
1609,34.28465937524692,1,sunny,1,2,3
1610,29.162718778950207,1,cloudy,0,0,-4
1611,29.34281566261881,1,cloudy,1,2,2
1612,34.39657800735005,1,cloudy,1,2,-4
1613,30.81343718735297,1,sunny,1,1,4
1614,41.161709032573484,1,cloudy,0,0,3
1615,21.145039446500206,1,cloudy,1,2,1
1616,29.299043017081427,1,sunny,0,0,-1
1617,29.499574015837403,1,sunny,1,2,-4
1618,28.2183207877022,1,sunny,1,2,-1
1619,26.493657984012916,1,cloudy,0,0,5
1620,25.92077229805352,1,sunny,0,0,-3
1621,39.94527690730584,1,sunny,1,2,5
1622,31.111928414506306,1,cloudy,0,1,5
1623,27.540779240974928,1,sunny,1,2,1
1624,32.978482268303054,1,sunny,1,2,0
1625,22.820035721654122,1,cloudy,1,1,-5
1626,23.429015740598313,1,sunny,0,1,-4
1627,26.23680855051355,1,sunny,1,1,-1
1628,37.359075689395205,1,cloudy,1,1,-5
1629,33.98888082659001,1,sunny,1,2,0
1630,29.647122067079046,1,sunny,0,0,-2
1631,28.77264294768135,1,sunny,1,2,-4
1632,22.565189580872577,1,sunny,0,1,5
1633,27.410315406432748,1,cloudy,0,0,2
1634,17.36280205518024,1,sunny,0,1,-4
1635,18.049898346183124,1,sunny,1,1,-5
1636,28.430488773843194,1,sunny,0,0,0
1637,32.937781293582404,1,cloudy,0,0,-3
1638,12.420384992546182,1,cloudy,1,1,-3
1639,22.006892890463334,1,sunny,0,0,-4
1640,19.0387834758593,1,cloudy,0,0,-1
1641,28.787470867300332,1,cloudy,1,2,2
1642,27.028373777029103,1,sunny,1,2,-2
1643,26.37271446599123,1,cloudy,1,2,1
1644,38.301647964791,1,sunny,1,1,3
1645,24.314641811917895,1,sunny,0,0,-3
1646,22.871398217932263,1,sunny,0,0,-1
1647,34.09880321598239,1,cloudy,0,0,-4
1648,25.43164894425601,1,cloudy,1,1,4
1649,27.63188368303001,1,cloudy,1,2,-5
1650,34.04242004896784,1,sunny,1,2,-1
1651,38.12605337194555,1,sunny,0,1,3
1652,33.06468600005495,1,sunny,0,0,-1
1653,28.13918948455317,1,cloudy,1,1,-4
1654,28.24996736551827,1,cloudy,0,0,1
1655,35.42554735996635,1,sunny,1,2,0
1656,29.312816409834568,1,sunny,0,0,2
1657,43.40201198370874,1,sunny,1,2,1
1658,28.720568553918955,1,cloudy,1,2,-1
1659,30.2337506947198,1,sunny,1,2,-3
1660,33.818123812494626,1,sunny,0,1,-1
1661,27.0803250357172,1,cloudy,1,2,5
1662,25.552365001845295,1,sunny,1,2,-1
1663,32.69184173822305,1,sunny,0,0,-5
1664,30.94757427017779,1,sunny,1,2,3
1665,22.742561773619858,1,cloudy,1,1,-5
1666,23.684764219418422,1,cloudy,0,0,2
1667,24.99193002775521,1,sunny,0,0,3
1668,32.382979005761186,1,cloudy,1,1,-2
1669,28.609585667926655,1,cloudy,0,0,-3
1670,24.85134249495387,1,cloudy,0,0,4
1671,19.144476834993583,1,sunny,1,2,-5
1672,38.38132378231743,1,cloudy,0,0,1
1673,30.317409574205605,1,cloudy,0,0,4
1674,24.91508471963283,1,cloudy,0,1,2
1675,34.82767522196542,1,sunny,0,0,4
1676,23.099181724953965,1,sunny,0,1,-3
1677,30.951563909131245,1,sunny,1,1,4
1678,33.9355524951958,1,cloudy,1,2,-3
1679,19.342596560131458,1,cloudy,0,1,-2
1680,22.50095730018619,1,sunny,0,0,1
1681,33.003168256594364,1,cloudy,0,0,-3
1682,29.9821392978305,1,sunny,1,2,-4
1683,39.59242665447687,1,cloudy,0,0,-2
1684,20.300070836763147,1,sunny,0,0,-4
1685,24.2116614734493,1,cloudy,0,0,2
1686,27.807076154292368,1,cloudy,2,2,5
1687,19.593611018839802,1,cloudy,1,2,-3
1688,28.627324813302867,1,cloudy,1,2,1
1689,23.875740190329093,1,sunny,0,0,1
1690,22.168299803792664,1,sunny,0,0,-1
1691,28.213363492170927,1,cloudy,1,2,0
1692,20.089305699408087,1,sunny,1,1,3
1693,40.01095828034067,1,cloudy,1,1,1
1694,28.12038311438796,1,sunny,1,2,3
1695,36.80999808536371,1,sunny,0,0,2
1696,21.37957017878185,1,sunny,1,2,-3
1697,27.12000678485418,1,sunny,1,1,4
1698,27.71993206183603,1,sunny,1,2,-1
1699,28.722028414738723,1,sunny,0,0,0
1700,47.0486378030134,1,sunny,0,0,2
1701,31.21731688056957,1,cloudy,0,0,-5
1702,29.35159434755643,1,cloudy,1,2,4
1703,29.692565047315053,1,sunny,1,2,0
1704,33.28539030282139,1,cloudy,0,0,2
1705,21.156980701100128,1,cloudy,0,1,-3
1706,20.93456472565342,1,sunny,1,2,2
1707,39.86539741020579,1,sunny,2,2,3
1708,26.952085065823248,1,sunny,1,2,4
1709,25.825194935951888,1,sunny,1,2,2
1710,21.272733215180185,1,sunny,1,1,2
1711,32.33502896533794,1,sunny,1,2,-3
1712,22.144541072712745,1,sunny,1,1,2
1713,26.812083328753623,1,cloudy,1,2,-2
1714,25.687813313343884,1,cloudy,0,0,0
1715,30.910835166991696,1,cloudy,0,0,-3
1716,38.483235081141686,1,cloudy,1,2,3
1717,17.326612181915078,1,cloudy,1,2,-1
1718,20.748235130251786,1,cloudy,0,0,-4
1719,32.6651010629055,1,sunny,1,1,-5
1720,27.288016760911212,1,cloudy,0,0,-1
1721,20.374607080034494,1,cloudy,1,2,-4
1722,20.310013037039845,1,cloudy,1,1,-5
1723,26.127887514599824,1,sunny,1,2,5
1724,15.043270920771256,1,sunny,0,0,0
1725,33.50785150763743,1,sunny,1,2,1
1726,31.911860730505737,1,sunny,1,2,0
1727,25.02974092355446,1,sunny,0,0,4
1728,32.66229680922119,1,cloudy,1,2,-4
1729,23.33006667711182,1,cloudy,0,0,1
1730,28.464436982402297,1,cloudy,0,0,-3
1731,19.072477595528987,1,sunny,1,2,-4
1732,29.400201939838436,1,sunny,0,1,-5
1733,24.049909939976835,1,sunny,0,1,-3
1734,27.410689775205864,1,cloudy,0,0,1
1735,27.196789287387812,1,sunny,0,0,-2
1736,24.5762008554791,1,cloudy,2,2,-4
1737,24.834277533996346,1,sunny,1,1,3
1738,21.63206048803638,1,cloudy,1,2,5
1739,25.33907830145166,1,cloudy,1,1,2
1740,29.79841970451456,1,sunny,1,1,-4
1741,35.96368295995056,1,cloudy,0,0,5
1742,21.421080492897563,1,cloudy,0,1,-4
1743,34.64472531144079,1,cloudy,1,1,5
1744,29.175154615778126,1,sunny,1,2,-3
1745,28.587486544809558,1,cloudy,0,0,3
1746,20.274009336922997,1,sunny,0,0,-1
1747,34.11385821094141,1,sunny,0,0,0
1748,7.727462733130479,1,sunny,0,1,4
1749,29.28775630684752,1,cloudy,0,0,0
1750,23.289162775017395,1,cloudy,0,1,-2
1751,32.180752074998665,1,cloudy,1,1,5
1752,27.759866589842638,1,sunny,0,0,-5
1753,23.911714749029038,1,cloudy,1,2,-2
1754,38.68336770699232,1,sunny,1,2,-3
1755,14.674593646338451,1,cloudy,0,0,-5
1756,33.17270138969711,1,sunny,1,1,4
1757,30.043924162303117,1,sunny,1,2,1
1758,34.21878068943342,1,sunny,1,2,4
1759,39.26995198872521,1,sunny,0,0,2
1760,21.260424322251353,1,sunny,0,0,-3
1761,26.430341943337055,1,cloudy,0,1,-2
1762,33.121779889422506,1,cloudy,0,0,4
1763,17.126182240756048,1,cloudy,1,1,-3
1764,18.015567056775932,1,sunny,1,2,-2
1765,19.04680709809976,1,sunny,0,0,0
1766,26.198112626621928,1,cloudy,1,2,4
1767,31.647964092156062,1,sunny,0,0,1
1768,37.300240739961744,1,sunny,0,1,-1
1769,28.55623733625303,1,cloudy,1,2,2
1770,27.797050417374006,1,sunny,1,2,-5
1771,23.17308697933395,1,cloudy,1,1,-2
1772,24.952593286370508,1,cloudy,0,0,2
1773,33.169252200842806,1,cloudy,1,2,5
1774,19.87833916450477,1,cloudy,1,2,0
1775,23.665309907074523,1,sunny,1,2,-5
1776,35.01225569213135,1,sunny,1,2,0
1777,8.757182861639844,1,sunny,0,0,-3
1778,29.102913084205756,1,sunny,0,1,1
1779,22.20438582903643,1,sunny,0,1,1
1780,45.40940900677055,1,sunny,0,0,5
1781,30.5835625861052,1,cloudy,1,1,-2
1782,38.276188736178675,1,cloudy,0,0,-5
1783,26.301557717154108,1,cloudy,0,1,0
1784,19.298710910266067,1,cloudy,1,2,0
1785,36.82384303337222,1,sunny,0,0,4
1786,26.850517111798045,1,sunny,0,0,0
1787,23.643744649739094,1,cloudy,1,1,-4
1788,20.732738384776965,1,sunny,0,1,-3
1789,33.27433672612639,1,cloudy,1,1,5
1790,33.2253797476738,1,cloudy,0,1,3
1791,19.292683978405346,1,sunny,0,0,-4
1792,15.193059323705667,1,sunny,1,2,-5
1793,30.970617193349952,1,cloudy,0,0,-1
1794,23.081901688775194,1,sunny,0,0,2
1795,30.744134729470687,1,cloudy,1,1,0
1796,39.43814172555156,1,sunny,0,0,-2
1797,31.53742853037764,1,sunny,1,1,-2
1798,19.295363088360524,1,sunny,0,0,3
1799,24.664210418112656,1,cloudy,1,2,-2
1800,24.14273679045804,1,cloudy,0,0,-4
1801,21.831103680723615,1,cloudy,0,0,-4
1802,28.92317999524869,1,cloudy,0,0,-1
1803,34.485155712838726,1,sunny,1,1,-2
1804,32.214353490998576,1,cloudy,1,1,-3
1805,19.1521705277813,1,sunny,0,0,5
1806,26.167569542465124,1,cloudy,0,0,3
1807,22.778095021939617,1,sunny,1,2,0
1808,32.18177241811313,1,cloudy,0,0,5
1809,36.17758170948054,1,sunny,0,0,-4
1810,39.63516327302252,1,sunny,1,1,4
1811,21.82460855890825,1,cloudy,1,2,0
1812,16.751434050855778,1,sunny,0,1,-3
1813,15.52277880878643,1,sunny,0,1,-2
1814,32.37406619893676,1,cloudy,0,1,5
1815,28.72510448984835,1,sunny,0,0,1
1816,31.11503975816465,1,sunny,1,1,4
1817,25.637859562330107,1,sunny,0,0,0
1818,29.967622917567233,1,sunny,1,2,0
1819,26.981040608781015,1,cloudy,0,0,-1
1820,22.955871461682026,1,cloudy,1,2,0
1821,21.556953277419574,1,cloudy,1,2,2
1822,42.32413723565087,1,sunny,1,2,4
1823,18.429262307359643,1,cloudy,0,0,-1
1824,32.65863143860051,1,sunny,1,2,4
1825,32.12184366703249,1,sunny,1,1,4
1826,35.99237667549307,1,sunny,0,0,-5
1827,27.052451742981763,1,sunny,0,0,-1
1828,18.72698772050176,1,cloudy,1,2,-4
1829,20.507896667440285,1,cloudy,0,1,-1
1830,26.686587665342937,1,cloudy,1,2,1
1831,17.570240032679994,1,cloudy,1,2,-5
1832,19.85528140616092,1,cloudy,0,0,4
1833,23.448864611047746,1,sunny,1,2,2
1834,35.82705966215001,1,sunny,1,2,1
1835,28.35416946030525,1,cloudy,0,1,1
1836,30.837902458015854,1,cloudy,1,1,4
1837,21.980224309168882,1,cloudy,1,2,0
1838,24.87990406608669,1,cloudy,0,0,-3
1839,15.396024007471437,1,sunny,0,0,-5
1840,26.230085719078254,1,sunny,0,0,-5
1841,24.457601984796664,1,sunny,1,2,-4
1842,32.628657743988484,1,sunny,0,1,5
1843,33.50352138729365,1,cloudy,1,1,-1
1844,32.267082227290196,1,cloudy,0,1,4
1845,15.50828704934877,1,sunny,0,0,-2
1846,19.592948691555303,1,sunny,1,2,-3
1847,29.668252356217568,1,cloudy,1,2,5
1848,35.00871538377364,1,cloudy,0,1,2
1849,16.597267353244273,1,sunny,1,2,-3
1850,36.30897178433005,1,cloudy,1,2,0
1851,29.953723343411102,1,cloudy,1,2,-5
1852,15.65811007394768,1,sunny,0,0,0
1853,20.440971563104902,1,cloudy,0,1,-5
1854,24.755299321664033,1,cloudy,0,0,-3
1855,43.1795187061354,1,sunny,0,1,5
1856,30.454558201171345,1,cloudy,0,1,0
1857,26.91612385448625,1,sunny,0,0,-4
1858,29.451609704321736,1,sunny,1,2,4
1859,24.718265307071366,1,cloudy,0,1,-3
1860,21.7971201099702,1,cloudy,0,0,-4
1861,23.507300296353815,1,cloudy,1,2,2
1862,25.388938682627455,1,sunny,1,2,-3
1863,27.375366752821265,1,cloudy,0,0,-2
1864,34.49210261466514,1,cloudy,1,2,-5
1865,26.826587547530497,1,cloudy,0,0,-2
1866,37.28654066255394,1,cloudy,1,1,4
1867,40.815577060629806,1,cloudy,0,0,4
1868,32.9775072499128,1,sunny,0,0,-3
1869,29.615718478221684,1,cloudy,0,1,0
1870,22.844944273555146,1,cloudy,0,0,4
1871,25.250277234217677,1,sunny,1,2,3
1872,21.271602129533903,1,cloudy,1,1,-5
1873,26.835296766451194,1,sunny,1,1,5
1874,17.907721897645697,1,cloudy,0,0,-3
1875,45.330254820712625,1,sunny,1,1,-1
1876,37.48344200043832,1,sunny,0,1,-3
1877,29.05837904560576,1,cloudy,1,2,-1
1878,22.390444182342414,1,sunny,0,0,1
1879,20.69525062947917,1,sunny,2,2,-2
1880,32.798840878718764,1,cloudy,1,2,-4
1881,38.67266773150212,1,sunny,1,2,0
1882,30.52229339515027,1,sunny,0,1,4
1883,25.174700723157628,1,cloudy,1,2,4
1884,36.3235159425608,1,sunny,2,2,-2
1885,16.18123076764685,1,sunny,1,2,0
1886,32.03028324323714,1,sunny,0,0,3
1887,20.85061062986021,1,cloudy,0,0,5
1888,32.88809799370686,1,sunny,0,0,0
1889,20.472552213310802,1,cloudy,1,1,4
1890,28.785681393470963,1,cloudy,1,2,-1
1891,16.855271065977004,1,sunny,0,1,-2
1892,31.08754773339503,1,sunny,1,1,0
1893,28.677898399327702,1,sunny,1,2,0
1894,42.278897608806766,1,cloudy,1,2,4
1895,29.443736033422837,1,cloudy,1,2,0
1896,28.87270992841467,1,cloudy,1,2,0
1897,30.719244775683823,1,sunny,1,1,3
1898,37.5729589502998,1,cloudy,1,2,4
1899,28.54719730217448,1,sunny,0,1,3
1900,23.563980209578016,1,cloudy,1,2,3
1901,36.39835655676163,1,cloudy,1,1,-3
1902,29.513845897785725,1,sunny,1,2,4
1903,36.1207536897095,1,sunny,0,0,-4
1904,27.55144862351768,1,sunny,1,2,5
1905,28.06418770128265,1,sunny,1,2,3
1906,25.53283517779951,1,sunny,1,2,5
1907,36.33776927306676,1,sunny,0,0,2
1908,22.833037894067765,1,sunny,1,2,-2
1909,16.553916607401355,1,cloudy,1,1,-3
1910,42.36404130709507,1,sunny,0,1,-3
1911,32.828781517824474,1,cloudy,0,0,-4
1912,21.263421695246727,1,sunny,1,1,0
1913,21.79954389495572,1,sunny,1,1,-5
1914,27.36730364772318,1,sunny,1,2,-2
1915,17.699264957122548,1,cloudy,0,0,4
1916,33.31219036833446,1,cloudy,0,1,0
1917,33.43799899494009,1,cloudy,2,2,3
1918,24.261285044661292,1,cloudy,1,1,-3
1919,17.35834111634771,1,sunny,0,0,1
1920,27.238631296918033,1,cloudy,1,1,0
1921,28.667135962960796,1,sunny,0,1,-4
1922,30.973936830394663,1,cloudy,1,1,1
1923,36.78140223882947,1,sunny,1,2,4
1924,25.03661487241158,1,sunny,1,2,0
1925,21.82379471214587,1,cloudy,2,2,-5
1926,29.869145196886784,1,sunny,0,1,4
1927,31.8542344830361,1,sunny,1,2,4
1928,25.290557532826686,1,sunny,1,2,-4
1929,27.067326666801417,1,cloudy,0,0,-4
1930,19.234430090508276,1,cloudy,0,0,-5
1931,22.672750875831678,1,cloudy,0,1,-3
1932,15.59599107305046,1,sunny,0,0,4
1933,26.18351655441745,1,cloudy,1,2,3
1934,33.37900176239322,1,cloudy,1,2,2
1935,11.852659291040485,1,sunny,0,1,5
1936,24.196806158114594,1,sunny,1,2,2
1937,29.66407207195204,1,cloudy,0,0,4
1938,28.39569064097098,1,cloudy,0,0,-4
1939,16.46520666034348,1,cloudy,0,0,-2
1940,22.307611498173255,1,sunny,1,2,4
1941,36.489862071679575,1,sunny,1,1,-2
1942,17.443896504781076,1,sunny,1,2,-4
1943,24.082213939702484,1,cloudy,1,2,2
1944,35.61455492876389,1,cloudy,1,2,-3
1945,26.151716486951795,1,sunny,1,2,0
1946,22.67114206384206,1,sunny,2,2,-3
1947,28.592308497941488,1,sunny,0,0,-3
1948,30.72617307405179,1,sunny,0,0,1
1949,20.390237857131623,1,cloudy,0,0,-4
1950,28.091400911326694,1,sunny,0,0,2
1951,30.779183765009368,1,sunny,1,1,3
1952,27.260117719240636,1,sunny,1,1,-2
1953,32.609748976080596,1,cloudy,1,1,2
1954,25.75632087021625,1,cloudy,1,2,1
1955,29.037993015887725,1,cloudy,1,1,-3
1956,13.504816115977201,1,sunny,1,2,-2
1957,27.276186552073366,1,cloudy,1,2,1
1958,30.888969630497325,1,sunny,0,0,3
1959,29.83329078046172,1,cloudy,1,2,0
1960,31.604079053089496,1,sunny,0,1,4
1961,30.313998442752194,1,sunny,1,2,5
1962,22.598479025260115,1,cloudy,0,0,-1
1963,27.740238718696148,1,cloudy,1,1,-2
1964,31.53872254056934,1,cloudy,0,0,2
1965,31.08700917061316,1,cloudy,1,1,-4
1966,30.27027353675034,1,sunny,1,1,0
1967,21.569044410391033,1,sunny,0,0,-3
1968,16.176041306197284,1,sunny,1,2,4
1969,19.36651473065921,1,sunny,0,1,4
1970,22.237307212536518,1,sunny,1,2,2
1971,39.49660152951297,1,cloudy,1,1,4
1972,34.265405109242586,1,sunny,1,2,2
1973,14.716118110773385,1,cloudy,1,1,1
1974,34.1513229710859,1,cloudy,1,2,3
1975,24.30464203529587,1,sunny,0,0,1
1976,35.33396111726381,1,sunny,1,2,-4
1977,23.680464563608542,1,cloudy,0,0,2
1978,39.63693838951308,1,cloudy,0,0,0
1979,17.78239817512037,1,cloudy,1,1,0
1980,30.794118236607027,1,sunny,0,0,4
1981,14.036524927733335,1,cloudy,0,1,4
1982,18.08760807653928,1,sunny,1,2,2
1983,19.619319310631997,1,cloudy,0,0,-3
1984,28.20823773851249,1,cloudy,1,2,-3
1985,29.28870962764202,1,sunny,1,1,1
1986,28.017287132427583,1,cloudy,0,0,0
1987,37.225765043132185,1,sunny,0,1,-3
1988,21.665813130072685,1,sunny,1,2,-3
1989,27.45906517911646,1,sunny,1,2,2
1990,29.76151838807808,1,cloudy,0,0,2
1991,28.250431841275642,1,sunny,0,0,0
1992,27.345397383384665,1,cloudy,1,2,3
1993,22.68240445217129,1,cloudy,1,2,3
1994,36.02456234426504,1,cloudy,0,0,0
1995,21.362645332015433,1,cloudy,0,0,-5
1996,14.950741129250744,1,sunny,0,0,-5
1997,29.684396458890124,1,cloudy,0,1,2
1998,15.671300458419458,1,sunny,0,0,0
1999,31.44978343763769,1,sunny,1,2,4
2000,37.590874478984524,1,cloudy,1,1,-5
2001,22.527702833022133,1,sunny,0,1,3
2002,34.49778344597286,1,cloudy,0,1,-2
2003,26.40101419591304,1,sunny,1,1,-2
2004,18.544914719625925,1,cloudy,1,2,-3
2005,18.49421836867491,1,sunny,0,0,0
2006,21.025082914627856,1,cloudy,0,1,-5
2007,9.100564971041669,1,cloudy,0,0,0
2008,25.42028285117962,1,sunny,1,2,0
2009,20.16881253500395,1,sunny,0,0,4
2010,28.355562823631864,1,cloudy,1,2,3
2011,29.776560538140654,1,sunny,1,2,3
2012,20.00529676190152,1,sunny,2,2,-2
2013,35.185366316549924,1,sunny,0,0,2
2014,40.01308330037729,1,cloudy,0,1,-5
2015,35.460674034788376,1,sunny,0,1,2
2016,15.10345422400309,1,sunny,2,2,5
2017,34.216757619408604,1,sunny,1,1,0
2018,26.158777570492163,1,sunny,0,1,-3
2019,20.202834138473015,1,sunny,0,1,-5
2020,23.15618821430478,1,cloudy,0,0,2
2021,34.42383563344106,1,sunny,1,2,5
2022,18.21706024050345,1,sunny,0,0,1
2023,32.030122193109996,1,cloudy,1,2,-3
2024,28.498099829431517,1,sunny,0,0,5
2025,36.914937248102994,1,sunny,0,1,5
2026,10.644549772623696,1,cloudy,0,1,-2
2027,33.769527435635396,1,sunny,0,1,5
2028,27.48659284151056,1,cloudy,1,2,3
2029,42.550029295466395,1,cloudy,0,0,2
2030,17.098129363748818,1,sunny,2,2,-3
2031,34.557439283726715,1,cloudy,0,0,4
2032,30.598640526329614,1,cloudy,1,1,0
2033,22.086545856123763,1,cloudy,1,2,0
2034,27.25702086310338,1,sunny,0,0,5
2035,34.37129681361905,1,sunny,0,0,2
2036,40.28255752668889,1,cloudy,0,1,-4
2037,22.812135281252676,1,sunny,0,1,0
2038,26.892665809181203,1,cloudy,0,0,-5
2039,18.88633147490548,1,sunny,1,1,-3
2040,30.720013931493295,1,sunny,1,2,-2
2041,34.19970197615961,1,sunny,0,0,0
2042,28.94642400235859,1,cloudy,1,2,-4
2043,27.349327548670637,1,cloudy,2,2,-4
2044,21.275564612264294,1,cloudy,1,2,3
2045,18.512007823318758,1,sunny,0,1,-4
2046,27.863564671547135,1,cloudy,0,0,-3
2047,25.750073331621092,1,sunny,0,0,-4
2048,29.990927444373764,1,sunny,2,2,5
2049,24.579821183119996,1,sunny,1,2,-5
2050,26.610505369702466,1,sunny,1,1,-3
2051,34.534617343237144,1,cloudy,0,0,-1
2052,35.3167774962304,1,sunny,1,1,1
2053,27.340412282568675,1,cloudy,0,0,-4
2054,30.940583836678574,1,sunny,1,2,-3
2055,23.287846395512776,1,cloudy,0,1,-1
2056,24.175696117653136,1,cloudy,0,0,-4
2057,29.646998117147238,1,sunny,0,1,3
2058,25.087355716894617,1,cloudy,0,0,-4
2059,27.064919771254242,1,sunny,0,0,-2
2060,29.41886133039791,1,cloudy,1,1,2
2061,15.555528503258136,1,sunny,0,0,-2
2062,26.370991717696782,1,sunny,1,1,1
2063,33.347738551217546,1,sunny,0,0,1
2064,24.91646828041338,1,sunny,0,0,5
2065,15.232470808984504,1,cloudy,1,2,3
2066,26.880377798985684,1,sunny,0,1,-1
2067,21.024144220900155,1,cloudy,0,0,-5
2068,25.77263148459852,1,cloudy,1,2,0
2069,31.82206950756482,1,sunny,0,1,5
2070,19.466132731050426,1,cloudy,1,2,-5
2071,36.27730092623842,1,cloudy,2,2,1
2072,41.873023329017514,1,cloudy,0,0,-2
2073,23.456453095722694,1,cloudy,0,1,-3
2074,26.06006493454787,1,cloudy,0,0,-4
2075,26.208736287190124,1,cloudy,1,1,3
2076,20.798918130413703,1,cloudy,0,0,-5
2077,31.177072662832924,1,sunny,1,2,5
2078,18.988997972276234,1,cloudy,0,1,0
2079,28.77894921580614,1,sunny,1,2,-4
2080,28.452044427793343,1,cloudy,0,1,1
2081,21.99371064219633,1,cloudy,0,0,-2
2082,27.40265879513516,1,cloudy,0,0,-1
2083,25.390383417606547,1,cloudy,0,1,-1
2084,26.47812294475265,1,cloudy,0,1,-4
2085,37.54833111576535,1,sunny,1,1,0
2086,21.203155053491624,1,sunny,1,2,-3
2087,27.157957176693873,1,cloudy,0,1,4
2088,24.30444731474966,1,cloudy,1,2,0
2089,28.864510363626255,1,cloudy,1,2,4
2090,26.769924357855952,1,sunny,0,0,-5
2091,31.90434283356357,1,cloudy,1,2,4
2092,32.36272142212823,1,cloudy,1,2,3
2093,21.614530153274064,1,cloudy,0,0,2
2094,19.227543532249612,1,cloudy,1,2,-5
2095,25.501105318483365,1,sunny,1,2,-2
2096,18.68047124799843,1,sunny,1,1,5
2097,33.04045381678247,1,cloudy,1,2,3
2098,38.22906007219924,1,sunny,1,2,0
2099,25.78132331028392,1,sunny,0,0,0
2100,36.11462474981278,1,sunny,1,2,2
2101,33.13529565080972,1,sunny,0,1,-4
2102,29.812259684990526,1,cloudy,0,1,-1
2103,45.44139155618711,1,cloudy,0,1,4
2104,26.335421130957116,1,cloudy,0,0,4
2105,23.907017038984513,1,cloudy,1,2,1
2106,38.201087512468014,1,sunny,0,0,4
2107,36.18069850950241,1,cloudy,1,1,2
2108,37.79743251408951,1,sunny,0,0,4
2109,19.647295652440935,1,cloudy,1,2,-4
2110,24.60580407491222,1,sunny,1,2,2
2111,30.28240785306573,1,cloudy,1,2,-2
2112,19.29066491542959,1,cloudy,1,2,4
2113,36.095207821731506,1,cloudy,0,0,2
2114,23.43899525663343,1,sunny,0,0,-2
2115,26.328996991128037,1,cloudy,1,2,2
2116,31.95033497950769,1,cloudy,0,0,-5
2117,29.36425200429693,1,cloudy,0,0,2
2118,30.797283181726375,1,cloudy,1,1,5
2119,30.82437120829739,1,sunny,1,1,3
2120,49.2455417484586,1,cloudy,1,2,1
2121,25.880719404806207,1,cloudy,0,0,-2
2122,26.953400879593122,1,cloudy,1,1,0
2123,40.236302548075784,1,sunny,1,1,-4
2124,27.628784315472956,1,sunny,1,2,-3
2125,24.581372148071896,1,sunny,1,1,-3
2126,25.944537172202242,1,sunny,1,2,3
2127,32.21908831180879,1,cloudy,0,0,3
2128,23.29462667471815,1,cloudy,1,2,4
2129,31.681571600333807,1,sunny,0,1,-2
2130,42.522768404940074,1,cloudy,0,0,-3
2131,22.78622544657079,1,sunny,0,0,-3
2132,23.35356504954211,1,cloudy,1,2,-2
2133,21.787276057114916,1,cloudy,1,2,4
2134,34.689701984346286,1,sunny,1,1,-2
2135,19.805961163198162,1,sunny,1,2,-2
2136,36.689506433842936,1,sunny,0,0,4
2137,36.46203623113688,1,sunny,0,0,2
2138,42.33744309539077,1,cloudy,0,0,4
2139,17.433764541104264,1,sunny,0,1,-3
2140,30.076853710288358,1,cloudy,1,1,1
2141,40.455622588196526,1,sunny,1,1,-2
2142,24.151562051587657,1,sunny,0,0,0
2143,21.824792392599626,1,sunny,0,0,-4
2144,39.42389227415392,1,sunny,1,2,1
2145,28.843059985152898,1,sunny,0,0,-4
2146,14.729371782929068,1,sunny,2,2,-2
2147,25.34740620032474,1,cloudy,0,0,-5
2148,18.859318571731507,1,cloudy,0,1,-2
2149,26.24006698774655,1,cloudy,0,1,-5
2150,26.437356145123875,1,sunny,0,1,1
2151,26.421588438519336,1,cloudy,0,1,-2
2152,29.88242227159199,1,sunny,0,0,3
2153,30.463202078929815,1,sunny,1,1,-2
2154,31.502146600371756,1,sunny,1,1,5
2155,25.50366070917797,1,cloudy,1,2,-2
2156,22.375095668727397,1,sunny,0,0,-2
2157,19.734395678758776,1,cloudy,0,0,5
2158,30.761948861399166,1,cloudy,1,2,-2
2159,24.494767871491035,1,sunny,0,0,-3
2160,29.602386226427427,1,cloudy,1,2,2
2161,37.642061305443896,1,cloudy,0,0,-4
2162,28.50627181998164,1,cloudy,0,0,2
2163,20.34039075211141,1,sunny,2,2,-2
2164,21.691212219521272,1,sunny,0,0,4
2165,34.16192150295778,1,sunny,1,2,4
2166,27.701840005145428,1,cloudy,0,0,-2
2167,33.83585528367908,1,cloudy,1,1,5
2168,32.4996947675323,1,sunny,0,0,3
2169,25.241047983947357,1,cloudy,1,2,-2
2170,22.781823312703473,1,sunny,0,0,-1
2171,33.190181838162886,1,sunny,0,0,1
2172,24.15388477423388,1,sunny,1,2,-3
2173,17.3015821624373,1,cloudy,1,1,2
2174,21.395240091054113,1,cloudy,0,0,5
2175,30.41053577239387,1,sunny,0,0,-4
2176,26.062173524719256,1,sunny,0,1,-5
2177,39.10162279751829,1,cloudy,0,0,0
2178,18.091070117522705,1,sunny,1,1,5
2179,21.447377065142472,1,sunny,0,0,-3
